Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Mac,Src_device,Dst_device,Burst,Gap
1611578162,2021-01-25 07:36:02,0x000087b8,0x00000000,65,28,248,24:fd:5b:00:01:07:18:e8,ZED,ZC,13,5640
1611578162,2021-01-25 07:36:02,0x00000000,0x000087b8,45,8,26,24:fd:5b:00:00:02:1d:72,ZC,ZED,13,5640
