Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Mac,Src_device,Dst_device,Burst,Gap
1611806627,2021-01-27 23:03:47,0x00009e05,0x00000000,57,20,136,08:6b:d7:ff:fe:6e:6d:99,ZR,ZC,3,901
1611806627,2021-01-27 23:03:47,0x00000000,0x00009e05,45,8,23,90:fd:9f:ff:fe:68:e7:6a,ZC,ZR,3,901
1611806627,2021-01-27 23:03:47,0x00000000,0x00009e05,49,12,25,90:fd:9f:ff:fe:68:e7:6a,ZC,ZR,3,901
1611806627,2021-01-27 23:03:47,0x00009e05,0x00000000,45,8,138,08:6b:d7:ff:fe:6e:6d:99,ZR,ZC,3,901
