Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Mac,Src_device,Dst_device,Burst,Gap
1611806277,2021-01-27 22:57:57,0x00004439,0x00000000,52,15,234,00:12:4b:00:1b:7c:86:1f,ZR,ZC,2,300
1611806277,2021-01-27 22:57:57,0x00000000,0x00004439,50,13,245,90:fd:9f:ff:fe:68:e7:6a,ZC,ZR,2,300
1611806277,2021-01-27 22:57:57,0x00004439,0x00000000,45,8,236,00:12:4b:00:1b:7c:86:1f,ZR,ZC,2,300
