Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Mac,Src_device,Dst_device,Burst,Gap
1611781576,2021-01-27 16:06:16,0x0000c3b7,0x00000000,52,15,245,90:fd:9f:ff:fe:0c:98:22,ZED,ZC,1,3635
1611781576,2021-01-27 16:06:16,0x00000000,0x0000c3b7,45,8,71,24:fd:5b:00:00:02:1d:72,ZC,ZED,1,3635
